family,bz_cutoff,d,q,nr_over_bz,nr_over_bz_lower,nr_over_bz_upper,nr_over_knuth,nr_over_knuth_lower,nr_over_knuth_upper
dyn_rem,64,64,16,2.0577937553265153,2.0499902741482905,2.0684545215751573,2.0772757301320053,2.069926150035755,2.083464049166667
dyn_rem,64,64,32,1.559103726190054,1.5544664618622086,1.5637782927617356,1.5669448770393377,1.5609109516951345,1.57217863686853
dyn_rem,64,64,64,1.5709932185619047,1.5635817570952382,1.5790585119142861,1.604193622568783,1.587340467962963,1.6255898506243387
dyn_rem,64,64,128,1.7148392544523807,1.7093043450380956,1.720070027352381,1.7181419971428573,1.70350918005176,1.7363920411977225
dyn_rem,64,64,256,2.3252296276785716,2.3164032352440485,2.3332357817619047,2.3093666908015877,2.2970442447142863,2.3196448011047615
dyn_rem,64,64,512,2.2659323851269844,2.240214673042857,2.307205187142857,2.252515559920635,2.2422737130000003,2.2616960803333326
dyn_rem,64,80,20,1.9222311945924908,1.9184375346991758,1.925453338501946,1.985506404659486,1.9770566316606861,1.9963335839697656
dyn_rem,64,80,40,1.5655102184126986,1.5589390354681918,1.5725684718750002,1.5929185548699634,1.5864033869597072,1.5995167859615382
dyn_rem,64,80,80,1.3420527302764975,1.338085781889401,1.3462474589821432,1.5713637421103896,1.5605631863023086,1.5845537698446968
dyn_rem,64,80,160,1.3992766788715278,1.3934592071158853,1.4046452812994794,1.6184978750116716,1.6118704014852356,1.6267362640686276
dyn_rem,64,80,320,1.9342050803231292,1.928457207619048,1.938947099132653,2.2863232147278914,2.2796700937755103,2.293139482679422
dyn_rem,64,80,640,1.6380929219246032,1.6270912209915676,1.65026911625,1.9065696282341271,1.887087509111607,1.9294877198035711
dyn_rem,64,96,24,1.5623485839388263,1.5542272997003743,1.5695671346120474,1.6390787071115518,1.6357159575837743,1.6426030556458446
dyn_rem,64,96,48,1.4170968024068675,1.4072734935133626,1.4302408824233075,1.4207635100323937,1.4147131441324912,1.4274889455668935
dyn_rem,64,96,96,1.3066397538492065,1.3034258862202381,1.3102559558234126,1.4711002316190476,1.4612028802166666,1.4849651710904763
dyn_rem,64,96,192,1.5744446003246753,1.5657433332034632,1.584234920021645,1.714313998343254,1.7034956040972222,1.7232724495446428
dyn_rem,64,96,384,1.9175640428015874,1.899168049468254,1.9390640147380953,2.152198380730159,2.128487245267064,2.1868148438960318
dyn_rem,64,96,768,1.581136968716931,1.566061287516865,1.5963407644708996,1.7457555305952381,1.7356842347222223,1.756297849262897
dyn_rem,64,128,32,1.4357115808056973,1.424108040403327,1.4489891872470237,,,
dyn_rem,64,128,64,1.3469265847116403,1.3409031950884263,1.35346837726045,,,
dyn_rem,64,128,128,1.3563493199627976,1.3510140601711311,1.3630501126711307,,,
dyn_rem,64,128,256,1.5254424832688491,1.5162809339236112,1.5372366401388888,,,
dyn_rem,64,128,512,1.3961289849107141,1.3861697305357144,1.4063437680357143,,,
dyn_rem,64,128,1024,1.3520225060714286,1.3444052771488095,1.35918873,,,
dyn_rem,64,160,40,1.4444592380921855,1.4371965681349208,1.4530476890170942,,,
dyn_rem,64,160,80,1.3478556690022674,1.342624428526077,1.3520973709523807,,,
dyn_rem,64,160,160,1.2418500968452382,1.2375462086502977,1.2465431176473216,,,
dyn_rem,64,160,320,1.3657222735158732,1.3588112139444446,1.3737280721244047,,,
dyn_rem,64,160,640,1.041641588425926,1.0361647991689815,1.0463250856134259,,,
dyn_rem,64,160,1280,0.9854010951785713,0.9779437720833334,0.9932073459285714,,,
dyn_rem,64,224,56,1.217800367598344,1.2137968052795032,1.2216771614389232,,,
dyn_rem,64,224,112,0.8336613031693122,0.8299217762857144,0.8371504784974867,,,
dyn_rem,64,224,224,0.9856630053571428,0.9811312226190476,0.9921225343095239,,,
dyn_rem,64,224,448,0.8731572819642857,0.870268317641369,0.8757605644880953,,,
dyn_rem,64,224,896,0.8853421853968253,0.8825008135714285,0.8882639936111111,,,
dyn_rem,64,224,1792,0.8990316897619047,0.8919271109999999,0.9065627595892858,,,
dyn_rem,64,384,96,0.688190473584656,0.6842207569090608,0.6931230759282407,,,
dyn_rem,64,384,192,0.7044839937103174,0.696883270048115,0.7134418588224207,,,
dyn_rem,64,384,384,0.8632304515343916,0.8557007616646826,0.8742193987566137,,,
dyn_rem,64,384,768,0.6638107864285715,0.6579466880952382,0.6718172341666666,,,
dyn_rem,64,384,1536,0.6227985921825396,0.6142394756994047,0.6332933032936507,,,
dyn_rem,64,384,3072,0.6244229666666666,0.6174900058333334,0.6323186816666667,,,
dyn_rem,64,787,197,0.4811254328571429,0.47859632154761905,0.4838533661875001,,,
dyn_rem,64,787,394,0.4653152522023809,0.46247119825,0.46852507875595234,,,
dyn_rem,64,787,787,0.632285215297619,0.6226018619122025,0.6395264983333333,,,
dyn_rem,64,787,1574,0.5571266221428571,0.5520726842857143,0.5624246771428572,,,
dyn_rem,64,787,3148,0.55509005,0.544116575,0.5663350500000001,,,
dyn_rem,64,787,6296,1.4540056000000001,1.4239248,1.4904371,,,
dyn_rem,64,1573,393,0.3123072493650793,0.3062457531746032,0.32002431835714285,,,
dyn_rem,64,1573,787,0.3743393290476191,0.36948060004166666,0.37999248071428576,,,
dyn_rem,64,1573,1573,0.5607813165873017,0.5560837432539683,0.5658088958253968,,,
dyn_rem,64,1573,3146,1.5469143,1.5286045,1.5676481,,,
dyn_rem,64,1573,6292,1.1460365,1.1289210550000002,1.160309,,,
dyn_rem,64,1573,12584,1.3808303,1.36180108,1.39849076,,,
dyn_rem,64,3109,777,0.2588533666666667,0.25427116666666666,0.26345139999999995,,,
dyn_rem,64,3109,1555,0.3420296,0.3305928075,0.3533033,,,
dyn_rem,64,3109,3109,0.5526943000000001,0.547535845,0.55777061625,,,
dyn_rem,64,3109,6218,1.5053426,1.4879557325,1.5232943,,,
dyn_rem,64,3109,12436,1.3525038,1.3366357899999999,1.3663422,,,
dyn_rem,64,3109,24872,1.1452072,1.1292138,1.1597326000000001,,,
dyn_rem,88,48,12,2.3148138044553614,2.3057222891424067,2.326792052643134,2.3251009967835,2.3103131860326065,2.3426177377706248
dyn_rem,88,48,24,1.7766832694877093,1.7707047864070766,1.7824622598365367,1.7948173741076943,1.7895132105597304,1.7997950651807073
dyn_rem,88,48,48,1.643387850159748,1.6351646953490029,1.651232826544948,1.6710293657616986,1.6654544265223667,1.6763021974912904
dyn_rem,88,48,96,1.5996358412118439,1.5935076058119662,1.6060748501923077,1.6402580041107044,1.629966105877493,1.6499635042816443
dyn_rem,88,48,192,2.464197816416171,2.453347617562004,2.4766172165724205,2.5140911499920637,2.5035512437422622,2.526155138484127
dyn_rem,88,48,384,3.356093180725623,3.337814158125284,3.3774286680249426,3.3895086733201056,3.369756686574074,3.412397158769841
dyn_rem,88,64,16,2.035148248370026,2.0252221378471544,2.046849275079501,2.0772757301320053,2.069926150035755,2.083464049166667
dyn_rem,88,64,32,1.579361085974142,1.5709191480104965,1.5882389132565282,1.5669448770393377,1.5609109516951345,1.57217863686853
dyn_rem,88,64,64,1.5749412093484125,1.5645201354484128,1.5895926909299605,1.604193622568783,1.587340467962963,1.6255898506243387
dyn_rem,88,64,128,1.7036263116761905,1.6990835768776191,1.7078724888723806,1.7181419971428573,1.70350918005176,1.7363920411977225
dyn_rem,88,64,256,2.335164238563492,2.315114173704762,2.360680905111111,2.3093666908015877,2.2970442447142863,2.3196448011047615
dyn_rem,88,64,512,2.240493395119047,2.228338913252976,2.254202636904762,2.252515559920635,2.2422737130000003,2.2616960803333326
dyn_rem,88,80,20,1.9536037085088525,1.947987966067613,1.9596398635845926,1.985506404659486,1.9770566316606861,1.9963335839697656
dyn_rem,88,80,40,1.5578216526444693,1.5520328921286892,1.5645868527934805,1.5929185548699634,1.5864033869597072,1.5995167859615382
dyn_rem,88,80,80,1.541407182430255,1.534846551877886,1.5480745240452143,1.5713637421103896,1.5605631863023086,1.5845537698446968
dyn_rem,88,80,160,1.6019135175248016,1.5932638142437996,1.6108146782142856,1.6184978750116716,1.6118704014852356,1.6267362640686276
dyn_rem,88,80,320,2.26186473350907,2.2409899471995467,2.289588323452381,2.2863232147278914,2.2796700937755103,2.293139482679422
dyn_rem,88,80,640,1.8923517009126984,1.8809606953571432,1.9059315827777776,1.9065696282341271,1.887087509111607,1.9294877198035711
dyn_rem,88,96,24,1.5790686487257495,1.5710072785440918,1.5887900274382714,1.6390787071115518,1.6357159575837743,1.6426030556458446
dyn_rem,88,96,48,1.412188984551918,1.403402204642113,1.422432341099537,1.4207635100323937,1.4147131441324912,1.4274889455668935
dyn_rem,88,96,96,1.312867131223545,1.3079127012170964,1.3179293823809524,1.4711002316190476,1.4612028802166666,1.4849651710904763
dyn_rem,88,96,192,1.5936518122655123,1.577347185095599,1.6127962176767676,1.714313998343254,1.7034956040972222,1.7232724495446428
dyn_rem,88,96,384,1.9113108162142858,1.8992336019285716,1.925803246354762,2.152198380730159,2.128487245267064,2.1868148438960318
dyn_rem,88,96,768,1.5589245109656085,1.5480471633333333,1.572526916113095,1.7457555305952381,1.7356842347222223,1.756297849262897
dyn_rem,88,128,32,1.4187145821854255,1.410498245948052,1.42721461920202,,,
dyn_rem,88,128,64,1.3368370768029099,1.3272680285746359,1.350562299164021,,,
dyn_rem,88,128,128,1.3645635285105822,1.3582637535345898,1.3705468867698412,,,
dyn_rem,88,128,256,1.5287761441666667,1.5208794702380952,1.534997783217262,,,
dyn_rem,88,128,512,1.4405276926984125,1.4183783813095237,1.4636479173244048,,,
dyn_rem,88,128,1024,1.3821411306746032,1.3685518630555555,1.4009769541666666,,,
dyn_rem,88,160,40,1.455458394248177,1.4481558488502788,1.463418303166023,,,
dyn_rem,88,160,80,1.368882088277778,1.3620295285555557,1.3755675298333334,,,
dyn_rem,88,160,160,1.3377227338809525,1.3300352297535716,1.3456883883333333,,,
dyn_rem,88,160,320,1.479294528047619,1.4675697865583333,1.4955478303809524,,,
dyn_rem,88,160,640,1.1181326714021165,1.1086258876190478,1.125241481785053,,,
dyn_rem,88,160,1280,1.0552453945238094,1.047815079625,1.0631076423214285,,,
dyn_rem,88,224,56,1.208805028616287,1.2027927296092131,1.2142139286404414,,,
dyn_rem,88,224,112,0.8340155978015873,0.8290248839920635,0.8393152180416666,,,
dyn_rem,88,224,224,0.9871490943140588,0.9818694620148809,0.9933640724999998,,,
dyn_rem,88,224,448,0.874063475734127,0.866221648095238,0.8835882885044644,,,
dyn_rem,88,224,896,0.8781262124007937,0.8709025328174602,0.8832344785119047,,,
dyn_rem,88,224,1792,0.921142610873016,0.9070625836507936,0.9363383325396825,,,
dyn_rem,88,384,96,0.6810369631998557,0.6759224337291666,0.6864870335854978,,,
dyn_rem,88,384,192,0.6949241088029101,0.6904901028769842,0.7003980087276787,,,
dyn_rem,88,384,384,0.8587747538756613,0.8505943662566139,0.8689105289394843,,,
dyn_rem,88,384,768,0.6601895009920634,0.6546268257142858,0.666360018611111,,,
dyn_rem,88,384,1536,0.6178268313492062,0.6134331457440476,0.6231449936249999,,,
dyn_rem,88,384,3072,0.6213628999999999,0.6185346975,0.62390565,,,
dyn_rem,88,787,197,0.47408156371031746,0.47152063024305557,0.4770249543576389,,,
dyn_rem,88,787,394,0.4695388419047619,0.46325758273809525,0.4765235535714285,,,
dyn_rem,88,787,787,0.6426891585912698,0.6343429621076389,0.653240311561508,,,
dyn_rem,88,787,1574,0.5521004482539683,0.5491944339920634,0.5549502274166667,,,
dyn_rem,88,787,3148,0.5447242,0.54071452875,0.5496877524999999,,,
dyn_rem,88,787,6296,1.4049695,1.3806598325000001,1.4244060774999998,,,
dyn_rem,88,1573,393,0.3106713825396825,0.30668325130952384,0.3153471936507936,,,
dyn_rem,88,1573,787,0.37045242793650796,0.36787413783333334,0.37344622793650795,,,
dyn_rem,88,1573,1573,0.5635196700793651,0.5607006650793651,0.566166072936508,,,
dyn_rem,88,1573,3146,1.5244466,1.4996869125,1.5532038000000001,,,
dyn_rem,88,1573,6292,1.162752,1.1378168,1.1843405475000002,,,
dyn_rem,88,1573,12584,1.3819226,1.364158845,1.398903635,,,
dyn_rem,88,3109,777,0.25605876666666666,0.2525275491666667,0.2597285333333333,,,
dyn_rem,88,3109,1555,0.33354459999999997,0.32913503125,0.33768480624999997,,,
dyn_rem,88,3109,3109,0.5617945999999999,0.5541649475,0.5703304874999999,,,
dyn_rem,88,3109,6218,1.5120005,1.4912887,1.53105701,,,
dyn_rem,88,3109,12436,1.3621657,1.3535648,1.37109081,,,
dyn_rem,88,3109,24872,1.145275,1.1383087,1.1522734175,,,
